Carrera                              ,Puntaje_Minimo ,Cupos ,Año-Periodo
Matemáticas                          ,      670.5723 ,   33 ,     2023.1
Química                              ,      623.0717 ,   54 ,     2023.1
Ciencias_de_la_Computación           ,      745.8241 ,   32 ,     2023.1
Administración_de_Empresas           ,      592.7347 ,  107 ,     2023.1
Geografía                            ,      549.7317 ,   24 ,     2023.1
Historia                             ,      598.8505 ,   51 ,     2023.1
Antropología                         ,      633.5089 ,   32 ,     2023.1
Filosofía                            ,      615.5421 ,   42 ,     2023.1
Estudios_Literarios                  ,      613.8628 ,   39 ,     2023.1
Filología_e_Idiomas:_Alemán          ,      607.5028 ,   20 ,     2023.1
Filología_e_Idiomas:_Francés         ,      590.9333 ,   22 ,     2023.1
Filología_e_Idiomas:_Inglés          ,      627.4448 ,   41 ,     2023.1
Lingüística                          ,      528.1879 ,   36 ,     2023.1
Español_Y_Filología_Clásica          ,      553.1982 ,   32 ,     2023.1
Psicología                           ,      689.4340 ,   42 ,     2023.1
Sociología                           ,      610.3281 ,   37 ,     2023.1
Trabajo_Social                       ,      586.3535 ,   30 ,     2023.1
Derecho                              ,      663.9563 ,   80 ,     2023.1
Ciencia_Política                     ,      623.8279 ,   75 ,     2023.1
Ingeniería_Agrícola                  ,      531.9034 ,   81 ,     2023.1
Ingeniería_Civil                     ,      627.2663 ,  112 ,     2023.1
Ingeniería_Eléctrica                 ,      619.4595 ,   55 ,     2023.1
Ingeniería_Mecánica                  ,      662.2817 ,   76 ,     2023.1
Ingeniería_Química                   ,      637.0858 ,  122 ,     2023.1
Ingeniería_de_Sistemas_y_Computación ,      739.5392 ,   99 ,     2023.1
Ingeniería_Eletrónica                ,      655.6939 ,   60 ,     2023.1
Ingeniería_Industrial                ,      680.2697 ,   47 ,     2023.1
Ingeniería_Mecatrónica               ,      739.0765 ,   41 ,     2023.1
Medicina                             ,      752.1372 ,  106 ,     2023.1
Nutrición_Y_Dietética                ,      637.1352 ,   31 ,     2023.1
Fonoaudiología                       ,      570.0096 ,   32 ,     2023.1
Terapia_Ocupacional                  ,      556.7892 ,   44 ,     2023.1
Enfermería                           ,      615.8967 ,   84 ,     2023.1
Odontología                          ,      609.0857 ,   56 ,     2023.1
Ingeniería_Agronómica                ,      553.3086 ,   82 ,     2023.1
Medicina_Veterinaria                 ,      635.0496 ,   45 ,     2023.1
Zootecnia                            ,      559.8072 ,   48 ,     2023.1
Arquitectura                         ,      640.6309 ,   79 ,     2023.6
Diseño_Gráfico                       ,      667.6904 ,   33 ,     2023.6
Diseño_Industrial                    ,      599.6502 ,   47 ,     2023.6
Biología                             ,      632.7677 ,   44 ,     2023.6
Estadística                          ,      605.9286 ,   41 ,     2023.6
Economía                             ,      608.4727 ,  110 ,     2023.6
Farmacia                             ,      638.4415 ,   54 ,     2023.6
Física                               ,      652.0689 ,   64 ,     2023.6
Geología                             ,      621.4346 ,   30 ,     2023.6
Matemáticas                          ,      624.5791 ,   33 ,     2023.6
Química                              ,      571.7972 ,   63 ,     2023.6
Ciencias_de_la_Computación           ,      691.3934 ,   32 ,     2023.6
Administración_de_Empresas           ,      561.4088 ,  107 ,     2023.6
Geografía                            ,      565.1158 ,   24 ,     2023.6
Antropología                         ,      620.5853 ,   30 ,     2023.6
Filosofía                            ,      567.0175 ,   45 ,     2023.6
Filología_e_Idiomas:_Alemán          ,      585.6156 ,   21 ,     2023.6
Filología_e_Idiomas:_Francés         ,      580.1999 ,   22 ,     2023.6
Filología_e_Idiomas:_Inglés          ,      594.7467 ,   31 ,     2023.6
Lingüística                          ,      554.8722 ,   32 ,     2023.6
Español_Y_Filología_Clásica          ,      557.6619 ,   31 ,     2023.6
Psicología                           ,      667.5665 ,   41 ,     2023.6
Sociología                           ,      574.3266 ,   33 ,     2023.6
Trabajo_Social                       ,      549.7599 ,   33 ,     2023.6
Derecho                              ,      626.4389 ,   74 ,     2023.6
Ciencia_Política                     ,      585.2755 ,   78 ,     2023.6
Ingeniería_Agrícola                  ,      531.6813 ,   80 ,     2023.6
Ingeniería_Civil                     ,      584.3687 ,  117 ,     2023.6
Ingeniería_Eléctrica                 ,      599.2324 ,   51 ,     2023.6
Ingeniería_Mecánica                  ,      603.2942 ,   76 ,     2023.6
Ingeniería_Química                   ,      574.5617 ,  132 ,     2023.6
Ingeniería_de_Sistemas_y_Computación ,      693.5828 ,   97 ,     2023.6
Ingeniería_Eletrónica                ,      649.1092 ,   57 ,     2023.6
Ingeniería_Industrial                ,      619.0857 ,   57 ,     2023.6
Ingeniería_Mecatrónica               ,      688.5785 ,   42 ,     2023.6
Medicina                             ,      732.7625 ,  104 ,     2023.6
Nutrición_Y_Dietética                ,      601.1909 ,   33 ,     2023.6
Terapia_Ocupacional                  ,      593.1136 ,   43 ,     2023.6
Enfermería                           ,      605.9894 ,   93 ,     2023.6
Odontología                          ,      588.0631 ,   51 ,     2023.6
Ingeniería_Agronómica                ,      534.6452 ,   84 ,     2023.6
Medicina_Veterinaria                 ,      612.8241 ,   44 ,     2023.6
Zootecnia                            ,      548.7722 ,   50 ,     2023.6
